"time","Dcontrol","Pcontrol","error","waterLevel"
0,-0.07272727272727274,0.8,0.8,0.2
0.002,-0.07259516144090207,0.7985467758499227,0.7985467758499227,0.2014532241500773
0.004,-0.07246329002229372,0.7970961902452308,0.7970961902452308,0.2029038097547692
0.006,-0.07233165797241763,0.7956482376965939,0.7956482376965939,0.2043517623034061
0.008,-0.07220026458728267,0.7942029104601094,0.7942029104601094,0.2057970895398906
0.01,-0.07206910932627796,0.7927602025890575,0.7927602025890575,0.2072397974109425
0.012,-0.07193819244239151,0.7913201168663067,0.7913201168663067,0.2086798831336934
0.014,-0.07180751304992813,0.7898826435492095,0.7898826435492095,0.2101173564507905
0.016,-0.07167706800535378,0.7884477480588916,0.7884477480588916,0.2115522519411084
0.018,-0.07154685931663632,0.7870154524829994,0.7870154524829994,0.2129845475170005
0.02,-0.07141688698377574,0.7855857568215331,0.7855857568215331,0.2144142431784669
0.022,-0.07128715100677205,0.7841586610744925,0.7841586610744925,0.2158413389255075
0.024,-0.07115765138562523,0.7827341652418776,0.7827341652418776,0.2172658347581224
0.026,-0.07102838812033532,0.7813122693236885,0.7813122693236885,0.2186877306763115
0.028,-0.07089935777405101,0.7798929355145611,0.7798929355145611,0.2201070644854389
0.03,-0.07077055865797661,0.7784761452377427,0.7784761452377427,0.2215238547622573
0.032,-0.07064199393514936,0.777061933286643,0.777061933286643,0.222938066713357
0.034,-0.07051366360556927,0.775650299661262,0.775650299661262,0.224349700338738
0.036,-0.07038556766923636,0.7742412443615998,0.7742412443615998,0.2257587556384002
0.038,-0.07025770612615058,0.7728347673876563,0.7728347673876563,0.2271652326123437
0.04,-0.07013007897631196,0.7714308687394316,0.7714308687394316,0.2285691312605685
0.042,-0.070002678837346,0.7700294672108059,0.7700294672108059,0.2299705327891941
0.044,-0.06987550794767541,0.7686305874244295,0.7686305874244295,0.2313694125755706
0.046,-0.06974856873074717,0.7672342560382188,0.7672342560382188,0.2327657439617812
0.048,-0.0696218611865613,0.7658404730521743,0.7658404730521743,0.2341595269478257
0.05,-0.06949538531511779,0.7644492384662956,0.7644492384662956,0.2355507615337043
0.052,-0.06936914111641664,0.763060552280583,0.763060552280583,0.236939447719417
0.054,-0.06924312859045785,0.7616744144950364,0.7616744144950364,0.2383255855049636
0.056,-0.06911733734843727,0.7602907108328099,0.7602907108328099,0.2397092891671901
0.058,-0.06899177468679915,0.7589095215547906,0.7589095215547906,0.2410904784452094
0.06,-0.06886644091599474,0.7575308500759422,0.7575308500759422,0.2424691499240578
0.062,-0.06874133603602407,0.7561546963962648,0.7561546963962648,0.2438453036037353
0.064,-0.06861646004688711,0.7547810605157581,0.7547810605157581,0.2452189394842419
0.066,-0.06849181294858386,0.7534099424344225,0.7534099424344225,0.2465900575655776
0.068,-0.06836739349523685,0.7520413284476053,0.7520413284476053,0.2479586715523947
0.07,-0.06824319656190703,0.7506751621809773,0.7506751621809773,0.2493248378190227
0.072,-0.06811922553104194,0.7493114808414613,0.7493114808414613,0.2506885191585387
0.074,-0.06799548002753934,0.7479502803029328,0.7479502803029328,0.2520497196970672
0.076,-0.06787195967629706,0.7465915564392676,0.7465915564392676,0.2534084435607325
0.078,-0.06774866410221284,0.7452353051243412,0.7452353051243412,0.2547646948756588
0.08,-0.0676255929301845,0.7438815222320294,0.7438815222320294,0.2561184777679706
0.082,-0.0675027457851098,0.7425302036362077,0.7425302036362077,0.2574697963637923
0.084,-0.06738012229188653,0.7411813452107519,0.7411813452107519,0.2588186547892481
0.086,-0.06725772207541252,0.7398349428295377,0.7398349428295377,0.2601650571704623
0.088,-0.06713554476058552,0.7384909923664406,0.7384909923664406,0.2615090076335594
0.09,-0.06701358997230332,0.7371494896953363,0.7371494896953363,0.2628505103046636
0.092,-0.0668918573354637,0.7358104306901005,0.7358104306901005,0.2641895693098994
0.094,-0.06677034647496446,0.734473811224609,0.734473811224609,0.265526188775391
0.096,-0.06664905588910952,0.7331396147802047,0.7331396147802047,0.2668603852197953
0.098,-0.06652798549243659,0.7318078404168025,0.7318078404168025,0.2681921595831975
0.1,-0.06640713532175156,0.730478488539267,0.730478488539267,0.269521511460733
0.102,-0.06628650496914433,0.7291515546605876,0.7291515546605876,0.2708484453394124
0.104,-0.06616609402670486,0.7278270342937535,0.7278270342937535,0.2721729657062465
0.106,-0.0660459020865231,0.726504922951754,0.726504922951754,0.273495077048246
0.108,-0.06592592874068895,0.7251852161475784,0.7251852161475784,0.2748147838524216
0.11,-0.06580617358129234,0.7238679093942157,0.7238679093942157,0.2761320906057843
0.112,-0.06568663620042323,0.7225529982046555,0.7225529982046555,0.2774470017953446
0.114,-0.06556731619017152,0.7212404780918867,0.7212404780918867,0.2787595219081133
0.116,-0.06544821314262718,0.7199303445688989,0.7199303445688989,0.2800696554311011
0.118,-0.0653293266498801,0.7186225931486812,0.7186225931486812,0.2813774068513188
0.12,-0.06521065630402027,0.717317219344223,0.717317219344223,0.2826827806557771
0.122,-0.06509220162647249,0.7160142178911972,0.7160142178911972,0.2839857821088027
0.124,-0.064973961893009,0.7147135808230989,0.7147135808230989,0.2852864191769011
0.126,-0.06485593698705025,0.7134153068575526,0.7134153068575526,0.2865846931424473
0.128,-0.06473812649417549,0.7121193914359304,0.7121193914359304,0.2878806085640696
0.13,-0.064620529999964,0.710825829999604,0.710825829999604,0.2891741700003961
0.132,-0.06450314708999502,0.7095346179899452,0.7095346179899452,0.2904653820100548
0.134,-0.06438597734984783,0.7082457508483261,0.7082457508483261,0.2917542491516739
0.136,-0.06426902036510167,0.7069592240161184,0.7069592240161184,0.2930407759838816
0.138,-0.06415227572133582,0.7056750329346939,0.7056750329346939,0.294324967065306
0.14,-0.06403574300412952,0.7043931730454247,0.7043931730454247,0.2956068269545752
0.142,-0.06391942179906206,0.7031136397896826,0.7031136397896826,0.2968863602103174
0.144,-0.06380331169171265,0.7018364286088392,0.7018364286088392,0.2981635713911608
0.146,-0.0636874122676606,0.7005615349442667,0.7005615349442667,0.2994384650557333
0.148,-0.06357172311248514,0.6992889542373366,0.6992889542373366,0.3007110457626633
0.15,-0.06345624447283381,0.6980186892011718,0.6980186892011718,0.3019813107988282
0.152,-0.06334097579870115,0.6967507337857126,0.6967507337857126,0.3032492662142873
0.154,-0.06322591638321791,0.6954850802153969,0.6954850802153969,0.3045149197846031
0.156,-0.06311106582731997,0.6942217241005197,0.6942217241005197,0.3057782758994802
0.158,-0.06299642373194336,0.692960661051377,0.692960661051377,0.307039338948623
0.16,-0.062881989698024,0.691701886678264,0.691701886678264,0.3082981133217359
0.162,-0.06276776332649787,0.6904453965914765,0.6904453965914765,0.3095546034085234
0.164,-0.06265374421830092,0.6891911864013101,0.6891911864013101,0.3108088135986899
0.166,-0.06253993197436908,0.6879392517180599,0.6879392517180599,0.3120607482819401
0.168,-0.06242632619563835,0.6866895881520219,0.6866895881520219,0.3133104118479782
0.17,-0.06231292648304465,0.6854421913134912,0.6854421913134912,0.3145578086865088
0.172,-0.06219973243752397,0.6841970568127637,0.6841970568127637,0.3158029431872363
0.174,-0.06208674366001225,0.6829541802601347,0.6829541802601347,0.3170458197398653
0.176,-0.06197395994452114,0.6817135593897325,0.6817135593897325,0.3182864406102674
0.178,-0.06186138204897277,0.6804752025387004,0.6804752025387004,0.3195247974612995
0.18,-0.06174900854822762,0.6792390940305038,0.6792390940305038,0.3207609059694962
0.182,-0.06163683906532468,0.6780052297185715,0.6780052297185715,0.3219947702814286
0.184,-0.06152487322330291,0.676773605456332,0.676773605456332,0.323226394543668
0.186,-0.06141311064520132,0.6755442170972145,0.6755442170972145,0.3244557829027855
0.188,-0.06130155095405887,0.6743170604946476,0.6743170604946476,0.3256829395053525
0.19,-0.06119019377291454,0.6730921315020599,0.6730921315020599,0.32690786849794
0.192,-0.06107903872480733,0.6718694259728806,0.6718694259728806,0.3281305740271194
0.194,-0.0609680854327762,0.6706489397605382,0.6706489397605382,0.3293510602394618
0.196,-0.06085733351986016,0.6694306687184617,0.6694306687184617,0.3305693312815384
0.198,-0.06074678260909815,0.6682146087000795,0.6682146087000795,0.3317853912999205
0.2,-0.06063643232352916,0.6670007555588207,0.6670007555588207,0.3329992444411793
0.202,-0.0605262822861922,0.6657891051481141,0.6657891051481141,0.3342108948518859
0.204,-0.06041633268111908,0.6645796594923098,0.6645796594923098,0.3354203405076902
0.206,-0.06030658310682142,0.6633724141750357,0.6633724141750357,0.3366275858249644
