"time","SineVoltage1.v","resistor.v","thermalConductor.dT"
0,0,0,0
0.002,2.764528774337573,2.764528774337573,0.001528521532450006
0.004,5.528620997534246,5.528620997534246,0.006113092656973479
0.006,8.291840187385599,8.291840187385599,0.01375073365595249
0.008,11.0537499995493,11.0537499995493,0.02443648066891976
0.01,13.81391429644894,13.81391429644894,0.03816338919365255
0.012,16.5718972161452,16.5718972161452,0.05492253898320784
0.014,19.3272632411635,19.3272632411635,0.07470304033441073
0.016,22.07957726726728,22.07957726726728,0.09749204176203824
0.018,24.82840467216597,24.82840467216597,0.1232747390516783
0.02,27.57331138414694,27.57331138414694,0.1520343856829954
0.022,30.31386395062037,30.31386395062037,0.1837523046138933
0.024,33.04962960656655,33.04962960656655,0.2184079014148477
0.026,35.78017634287439,35.78017634287439,0.2559786787414674
0.028,38.50507297456073,38.50507297456073,0.2964402521321652
0.03,41.22388920885941,41.22388920885941,0.3397663671166395
0.032,43.93619571316955,43.93619571316955,0.3859289176197324
0.034,46.64156418285202,46.64156418285202,0.4348979656440994
0.036,49.33956740886385,49.33956740886385,0.4866417622140332
0.038,52.02977934521943,52.02977934521943,0.5411267695617081
0.04,54.71177517626806,54.71177517626806,0.5983176845360717
0.042,57.38513138377733,57.38513138377733,0.6581774632135948
0.044,60.04942581381154,60.04942581381154,0.7206673466891073
0.046,62.70423774339474,62.70423774339474,0.7857468880239946
0.048,65.34914794694768,65.34914794694768,0.8533739803281102
0.05,67.98373876248843,67.98373876248843,0.9235048859508791
0.052,70.60759415758609,70.60759415758609,0.9960942667562126
0.054,73.22029979505706,73.22029979505706,1.071095215455036
0.056,75.82144309839376,75.82144309839376,1.148459287968471
0.058,78.41061331691516,78.41061331691516,1.22813653679395
0.06,80.98740159062915,80.98740159062915,1.310075545345855
0.062,83.55140101479623,83.55140101479623,1.394223463241605
0.064,86.10220670418454,86.10220670418454,1.480526042503493
0.066,88.63941585700579,88.63941585700579,1.568927674645972
0.068,91.16262781852251,91.16262781852251,1.659371428617578
0.07,93.671444144316,93.671444144316,1.751799089566138
0.072,96.16546866320522,96.16546866320522,1.846151198395444
0.074,98.64430753980709,98.64430753980709,1.942367092081208
0.076,101.1075693367273,101.1075693367273,2.04038494471361
0.078,103.5548650763731,103.5548650763731,2.14014180923354
0.08,105.9858083023774,105.9858083023774,2.241573659829216
0.082,108.4000151406241,108.4000151406241,2.344615434959657
0.084,110.7971043598674,110.7971043598674,2.449201080971237
0.086,113.1766974319314,113.1766974319314,2.55526359627335
0.088,115.538418591485,115.538418591485,2.662735076039074
0.09,117.8818948953793,117.8818948953793,2.771546757396613
0.092,120.2067562815392,120.2067562815392,2.881629065077175
0.094,122.5126356274014,122.5126356274014,2.992911657484973
0.096,124.7991688078864,124.7991688078864,3.10532347315494
0.098,127.0659947528989,127.0659947528989,3.218792777563848
0.1,129.3127555043441,129.3127555043441,3.333247210260545
0.102,131.5390962726541,131.5390962726541,3.448613832281115
0.104,133.7446654928132,133.7446654928132,3.564819173814901
0.106,135.9291148798735,135.9291148798735,3.681789282087477
0.108,138.0920994839541,138.0920994839541,3.799449769426858
0.11,140.2332777447117,140.2332777447117,3.917725861479388
0.112,142.3523115452777,142.3523115452777,4.036542445542099
0.114,144.4488662656504,144.4488662656504,4.155824118978469
0.116,146.5226108355354,146.5226108355354,4.275495237684883
0.118,148.5732177866253,148.5732177866253,4.395479964575418
0.12,150.6003633043115,150.6003633043115,4.515702318052853
0.122,152.6037272788171,152.6037272788171,4.636086220434215
0.124,154.5829933557468,154.5829933557468,4.756555546299539
0.126,156.5378489860428,156.5378489860428,4.87703417073293
0.128,158.4679854753395,158.4679854753395,4.997446017425403
0.13,160.3730980327105,160.3730980327105,5.117715106609458
0.132,162.2528858187983,162.2528858187983,5.237765602795768
0.134,164.1070519933201,164.1070519933201,5.357521862282812
0.136,165.9353037619428,165.9353037619428,5.476908480410851
0.138,167.7373524225185,167.7373524225185,5.595850338531989
0.14,169.5129134106736,169.5129134106736,5.714272650668727
0.142,171.2617063447451,171.2617063447451,5.832101009833838
0.144,172.9834550700562,172.9834550700562,5.949261433984927
0.146,174.6778877025237,174.6778877025237,6.065680411587582
0.148,176.3447366715928,176.3447366715928,6.181284946761622
0.15,177.9837387624884,177.9837387624884,6.296002603985354
0.152,179.5946351577805,179.5946351577805,6.409761552333482
0.154,181.1771714782541,181.1771714782541,6.52249060922471
0.156,182.7310978230788,182.7310978230788,6.634119283655741
0.158,184.2561688092712,184.2561688092712,6.744577818898944
0.16,185.7521436104433,185.7521436104433,6.853797234641373
0.162,187.2187859948322,187.2187859948322,6.961709368543687
0.164,188.6558643626035,188.6558643626035,7.068246917197735
0.166,190.0631517824238,190.0631517824238,7.173343476462426
0.168,191.4404260272956,191.4404260272956,7.276933581157907
0.17,192.78746960965,192.78746960965,7.378952744098703
0.172,194.1040698156897,194.1040698156897,7.479337494446986
0.174,195.3900187389798,195.3900187389798,7.578025415367814
0.176,196.645113313278,196.645113313278,7.674955180968515
0.178,197.8691553446016,197.8691553446016,7.77006659250525
0.18,199.0619515425243,199.0619515425243,7.863300613840042
0.182,200.223313550699,200.223313550699,7.954599406132267
0.184,201.3530579766019,201.3530579766019,8.043906361749167
0.186,202.4510064204915,202.4510064204915,8.131166137380296
0.188,203.5169855035808,203.5169855035808,8.216324686341553
0.19,204.5508268954153,204.5508268954153,8.299329290054867
0.192,205.5523673404547,205.5523673404547,8.380128588690063
0.194,206.5214486838523,206.5214486838523,8.458672610956068
0.196,207.4579178964302,207.4579178964302,8.53491280302908
0.198,208.3616270988438,208.3616270988438,8.608802056605704
0.2,209.2324335849338,209.2324335849338,8.680294736069703
0.202,210.0701998442615,210.0701998442615,8.749346704761468
0.204,210.8747935838227,210.8747935838227,8.815915350339612
0.206,211.6460877489389,211.6460877489389,8.879959609224843
0.208,212.3839605433203,212.3839605433203,8.94143999011647
0.21,213.0882954482988,213.0882954482988,9.000318596572487
0.212,213.7589812412282,213.7589812412282,9.056559148644654
0.214,214.395912013047,214.395912013047,9.110127003560237
0.216,214.9989871850026,214.9989871850026,9.160989175442799
0.218,215.5681115245343,215.5681115245343,9.209114354064575
0.22,216.1031951603115,216.1031951603115,9.254472922623561
0.222,216.6041535964252,216.6041535964252,9.297036974538807
0.224,217.070907725731,217.070907725731,9.336780329257747
0.226,217.5033838423411,217.5033838423411,9.373678547069954
0.228,217.9015136532633,217.9015136532633,9.407708942921921
0.23,218.2652342891851,218.2652342891851,9.438850599228028
0.232,218.5944883144018,218.5944883144018,9.467084377673052
0.234,218.889223735886,218.889223735886,9.4923929300022
0.236,219.1493940114979,219.1493940114979,9.51476070779476
0.238,219.3749580573351,219.3749580573351,9.534173971218054
0.24,219.5658802542197,219.5658802542197,9.550620796758595
0.242,219.7221304533238,219.7221304533238,9.564091083927824
0.244,219.8436839809296,219.8436839809296,9.574576560940066
0.246,219.930521642326,219.930521642326,9.582070789360804
0.248,219.9826297248395,219.9826297248395,9.586569167723621
0.25,220,220,9.588068934114663
0.252,219.9826297248395,219.9826297248395,9.586569167723621
0.254,219.930521642326,219.930521642326,9.582070789360802
0.256,219.8436839809296,219.8436839809296,9.574576560940066
0.258,219.7221304533238,219.7221304533238,9.564091083927824
0.26,219.5658802542197,219.5658802542197,9.550620796758595
0.262,219.3749580573351,219.3749580573351,9.534173971218054
0.264,219.1493940114979,219.1493940114979,9.51476070779476
0.266,218.889223735886,218.889223735886,9.492392930002202
0.268,218.5944883144018,218.5944883144018,9.467084377673052
0.27,218.2652342891851,218.2652342891851,9.438850599228026
0.272,217.9015136532633,217.9015136532633,9.407708942921921
0.274,217.5033838423411,217.5033838423411,9.37367854706995
0.276,217.070907725731,217.070907725731,9.336780329257747
0.278,216.6041535964252,216.6041535964252,9.297036974538807
0.28,216.1031951603115,216.1031951603115,9.254472922623561
0.282,215.5681115245343,215.5681115245343,9.209114354064575
0.284,214.9989871850026,214.9989871850026,9.160989175442801
0.286,214.395912013047,214.395912013047,9.11012700356024
0.288,213.7589812412283,213.7589812412283,9.056559148644656
0.29,213.0882954482989,213.0882954482989,9.000318596572491
0.292,212.3839605433203,212.3839605433203,8.941439990116471
0.294,211.6460877489389,211.6460877489389,8.879959609224844
0.296,210.8747935838227,210.8747935838227,8.815915350339615
0.298,210.0701998442615,210.0701998442615,8.74934670476147
0.3,209.2324335849338,209.2324335849338,8.680294736069706
0.302,208.3616270988438,208.3616270988438,8.608802056605704
0.304,207.4579178964302,207.4579178964302,8.534912803029082
0.306,206.5214486838523,206.5214486838523,8.458672610956071
0.308,205.5523673404547,205.5523673404547,8.380128588690065
0.31,204.5508268954153,204.5508268954153,8.299329290054867
0.312,203.5169855035808,203.5169855035808,8.216324686341553
0.314,202.4510064204915,202.4510064204915,8.131166137380296
0.316,201.3530579766019,201.3530579766019,8.043906361749171
0.318,200.223313550699,200.223313550699,7.954599406132267
0.32,199.0619515425243,199.0619515425243,7.863300613840039
0.322,197.8691553446017,197.8691553446017,7.770066592505255
0.324,196.645113313278,196.645113313278,7.674955180968517
0.326,195.3900187389798,195.3900187389798,7.578025415367816
0.328,194.1040698156897,194.1040698156897,7.479337494446987
0.33,192.78746960965,192.78746960965,7.378952744098701
0.332,191.4404260272956,191.4404260272956,7.276933581157907
0.334,190.0631517824238,190.0631517824238,7.173343476462426
0.336,188.6558643626035,188.6558643626035,7.068246917197736
0.338,187.2187859948322,187.2187859948322,6.961709368543685
0.34,185.7521436104433,185.7521436104433,6.853797234641371
0.342,184.2561688092712,184.2561688092712,6.744577818898945
0.344,182.7310978230788,182.7310978230788,6.634119283655748
0.346,181.1771714782541,181.1771714782541,6.52249060922471
0.348,179.5946351577805,179.5946351577805,6.409761552333484
0.35,177.9837387624884,177.9837387624884,6.296002603985354
0.352,176.3447366715929,176.3447366715929,6.181284946761625
0.354,174.6778877025238,174.6778877025238,6.065680411587587
0.356,172.9834550700562,172.9834550700562,5.949261433984929
0.358,171.2617063447452,171.2617063447452,5.83210100983384
0.36,169.5129134106736,169.5129134106736,5.714272650668727
0.362,167.7373524225186,167.7373524225186,5.595850338531992
0.364,165.9353037619429,165.9353037619429,5.476908480410853
0.366,164.1070519933201,164.1070519933201,5.357521862282814
0.368,162.2528858187983,162.2528858187983,5.237765602795768
0.37,160.3730980327105,160.3730980327105,5.117715106609456
0.372,158.4679854753396,158.4679854753396,4.997446017425405
0.374,156.5378489860428,156.5378489860428,4.877034170732932
0.376,154.5829933557468,154.5829933557468,4.756555546299539
0.378,152.6037272788171,152.6037272788171,4.636086220434215
0.38,150.6003633043115,150.6003633043115,4.515702318052857
0.382,148.5732177866254,148.5732177866254,4.395479964575421
0.384,146.5226108355354,146.5226108355354,4.275495237684883
0.386,144.4488662656504,144.4488662656504,4.155824118978469
0.388,142.3523115452777,142.3523115452777,4.036542445542099
0.39,140.2332777447118,140.2332777447118,3.91772586147939
0.392,138.0920994839541,138.0920994839541,3.799449769426858
0.394,135.9291148798735,135.9291148798735,3.681789282087477
0.396,133.7446654928132,133.7446654928132,3.5648191738149
0.398,131.5390962726541,131.5390962726541,3.448613832281113
0.4,129.3127555043441,129.3127555043441,3.333247210260547
0.402,127.0659947528989,127.0659947528989,3.218792777563848
0.404,124.7991688078864,124.7991688078864,3.105323473154938
0.406,122.5126356274013,122.5126356274013,2.992911657484971
0.408,120.2067562815392,120.2067562815392,2.881629065077176
0.41,117.8818948953793,117.8818948953793,2.771546757396616
0.412,115.5384185914851,115.5384185914851,2.662735076039078
0.414,113.1766974319315,113.1766974319315,2.555263596273352
0.416,110.7971043598674,110.7971043598674,2.449201080971239
0.418,108.4000151406242,108.4000151406242,2.344615434959658
0.42,105.9858083023774,105.9858083023774,2.24157365982922
0.422,103.5548650763732,103.5548650763732,2.140141809233543
0.424,101.1075693367274,101.1075693367274,2.040384944713611
0.426,98.6443075398071,98.6443075398071,1.942367092081209
0.428,96.16546866320523,96.16546866320523,1.846151198395445
0.43,93.67144414431604,93.67144414431604,1.751799089566139
0.432,91.16262781852255,91.16262781852255,1.65937142861758
0.434,88.6394158570058,88.6394158570058,1.568927674645972
0.436,86.10220670418452,86.10220670418452,1.480526042503493
0.438,83.55140101479631,83.55140101479631,1.394223463241608
0.44,80.98740159062919,80.98740159062919,1.310075545345856
0.442,78.41061331691517,78.41061331691517,1.228136536793951
0.444,75.82144309839376,75.82144309839376,1.148459287968471
0.446,73.22029979505703,73.22029979505703,1.071095215455035
0.448,70.60759415758613,70.60759415758613,0.9960942667562139
0.45,67.98373876248846,67.98373876248846,0.92350488595088
0.452,65.34914794694768,65.34914794694768,0.8533739803281102
0.454,62.70423774339474,62.70423774339474,0.7857468880239944
0.456,60.04942581381151,60.04942581381151,0.7206673466891066
0.458,57.38513138377735,57.38513138377735,0.6581774632135954
0.46,54.71177517626806,54.71177517626806,0.5983176845360718
0.462,52.02977934521941,52.02977934521941,0.5411267695617078
0.464,49.33956740886382,49.33956740886382,0.4866417622140327
0.466,46.64156418285206,46.64156418285206,0.4348979656441002
0.468,43.93619571316955,43.93619571316955,0.3859289176197326
0.47,41.2238892088595,41.2238892088595,0.339766367116641
0.472,38.50507297456079,38.50507297456079,0.2964402521321661
0.474,35.78017634287443,35.78017634287443,0.255978678741468
0.476,33.04962960656657,33.04962960656657,0.2184079014148478
0.478,30.31386395062046,30.31386395062046,0.1837523046138944
0.48,27.573311384147,27.573311384147,0.1520343856829961
0.482,24.82840467216601,24.82840467216601,0.1232747390516788
0.484,22.0795772672673,22.0795772672673,0.09749204176203843
0.486,19.32726324116349,19.32726324116349,0.07470304033441072
0.488,16.57189721614527,16.57189721614527,0.05492253898320832
0.49,13.81391429644899,13.81391429644899,0.0381633891936528
0.492,11.05374999954932,11.05374999954932,0.02443648066891986
0.494,8.291840187385597,8.291840187385597,0.01375073365595249
0.496,5.528620997534318,5.528620997534318,0.00611309265697364
0.498,2.764528774337624,2.764528774337624,0.001528521532450062
0.5,2.69413397840923e-14,2.69413397840923e-14,1.451671578723829e-31
0.502,-2.76452877433757,-2.76452877433757,0.001528521532450003
0.504,-5.528620997534265,-5.528620997534265,0.006113092656973522
0.506,-8.291840187385544,-8.291840187385544,0.01375073365595231
0.508,-11.05374999954927,-11.05374999954927,0.02443648066891962
0.51,-13.81391429644894,-13.81391429644894,0.03816338919365252
0.512,-16.57189721614521,-16.57189721614521,0.05492253898320794
0.514,-19.32726324116344,-19.32726324116344,0.0747030403344103
0.516,-22.07957726726724,-22.07957726726724,0.09749204176203793
0.518,-24.82840467216596,-24.82840467216596,0.1232747390516782
0.52,-27.57331138414694,-27.57331138414694,0.1520343856829955
0.522,-30.31386395062041,-30.31386395062041,0.1837523046138938
0.524,-33.04962960656651,-33.04962960656651,0.2184079014148471
0.526,-35.78017634287438,-35.78017634287438,0.2559786787414672
0.528,-38.50507297456074,-38.50507297456074,0.2964402521321654
0.53,-41.22388920885945,-41.22388920885945,0.33976636711664
0.532,-43.9361957131696,-43.9361957131696,0.3859289176197334
0.534,-46.641564182852,-46.641564182852,0.4348979656440992
0.536,-49.33956740886386,-49.33956740886386,0.4866417622140334
0.538,-52.02977934521945,-52.02977934521945,0.5411267695617087
0.54,-54.71177517626811,-54.71177517626811,0.5983176845360728
0.542,-57.3851313837773,-57.3851313837773,0.6581774632135943
0.544,-60.04942581381155,-60.04942581381155,0.7206673466891074
0.546,-62.70423774339477,-62.70423774339477,0.7857468880239954
0.548,-65.34914794694772,-65.34914794694772,0.8533739803281114
0.55,-67.9837387624885,-67.9837387624885,0.9235048859508812
0.552,-70.60759415758609,-70.60759415758609,0.9960942667562126
0.554,-73.22029979505709,-73.22029979505709,1.071095215455037
0.556,-75.82144309839379,-75.82144309839379,1.148459287968472
0.558,-78.41061331691522,-78.41061331691522,1.228136536793952
0.56,-80.98740159062923,-80.98740159062923,1.310075545345857
0.562,-83.55140101479626,-83.55140101479626,1.394223463241606
0.564,-86.10220670418447,-86.10220670418447,1.480526042503491
0.566,-88.63941585700566,-88.63941585700566,1.568927674645967
0.568,-91.1626278185224,-91.1626278185224,1.659371428617574
0.57,-93.6714441443159,-93.6714441443159,1.751799089566134
0.572,-96.16546866320519,-96.16546866320519,1.846151198395443
0.574,-98.64430753980697,-98.64430753980697,1.942367092081204
0.576,-101.1075693367272,-101.1075693367272,2.040384944713606
0.578,-103.5548650763731,-103.5548650763731,2.140141809233537
0.58,-105.9858083023773,-105.9858083023773,2.241573659829213
0.582,-108.4000151406241,-108.4000151406241,2.344615434959656
0.584,-110.7971043598673,-110.7971043598673,2.449201080971233
