"time","der(H1)","der(H2)","H1","H2"
0,0.03926990816987242,-0.01963495408493621,0.4,0.6
0.002,0.03924678309597231,-0.01962339154798615,0.4000785166895056,0.5999607416552474
0.004,0.0392236716381231,-0.01961183581906155,0.4001569871483592,0.5999215064258206
0.006,0.03920057378386551,-0.01960028689193275,0.400235411418864,0.5998822942905683
0.008,0.03917748953230817,-0.01958874476615409,0.4003137895040464,0.599843105247977
0.01,0.03915441885325965,-0.01957720942662983,0.4003921215064157,0.5998039392467924
0.012,0.03913136175226864,-0.01956568087613432,0.4004704074071324,0.5997647962964342
0.014,0.03910831823144929,-0.01955415911572464,0.400548647199018,0.5997256764004913
0.016,0.03908528829080164,-0.01954264414540082,0.4006268408820726,0.599686579558964
0.018,0.03906227184016756,-0.01953113592008378,0.4007049887624106,0.599647505618795
0.02,0.03903926890731807,-0.01951963445365903,0.4007830907457409,0.5996084546271299
0.022,0.03901627950919934,-0.01950813975459967,0.4008611467745261,0.5995694266127373
0.024,0.03899330364581136,-0.01949665182290568,0.4009391568487661,0.5995304215756173
0.026,0.03897034131715412,-0.01948517065857706,0.401017120968461,0.5994914395157698
0.028,0.03894739252322767,-0.01947369626161383,0.4010950391336108,0.599452480433195
0.03,0.03892445726403194,-0.01946222863201597,0.4011729113442154,0.5994135443278926
0.032,0.038901535539567,-0.0194507677697835,0.4012507376002749,0.5993746311998629
0.034,0.03887862710445761,-0.0194393135522288,0.4013285187349128,0.5993357406325438
0.036,0.03885573197876246,-0.01942786598938123,0.4014062546800242,0.5992968726599882
0.038,0.03883285029750613,-0.01941642514875307,0.4014839449771591,0.5992580275114208
0.04,0.03880998206068866,-0.01940499103034433,0.4015615896263174,0.5992192051868416
0.042,0.03878712726831003,-0.01939356363415502,0.4016391886274992,0.5991804056862506
0.044,0.03876428592037026,-0.01938214296018513,0.4017167419807045,0.5991416290096481
0.046,0.03874145801686931,-0.01937072900843466,0.4017942496859333,0.5991028751570336
0.048,0.03871864355780722,-0.01935932177890361,0.4018717117431855,0.5990641441284075
0.05,0.03869584254318401,-0.01934792127159201,0.4019491281524613,0.5990254359237698
0.052,0.03867305497299961,-0.0193365274864998,0.4020264989137604,0.5989867505431201
0.054,0.03865028084725405,-0.01932514042362703,0.4021038240270831,0.5989480879864587
0.056,0.03862752016594739,-0.01931376008297369,0.4021811034924292,0.5989094482537858
0.058,0.03860477292907952,-0.01930238646453976,0.4022583373097988,0.5988708313451009
0.06,0.03858203913665051,-0.01929101956832525,0.4023355254791919,0.5988322372604044
0.062,0.03855931878866035,-0.01927965939433017,0.4024126680006084,0.598793665999696
0.064,0.03853661188510905,-0.01926830594255452,0.4024897648740485,0.5987551175629761
0.066,0.03851391808092673,-0.01925695904046337,0.4025668172711295,0.5987165913644354
0.068,0.03849123647537585,-0.01924561823768793,0.4026438282501308,0.5986780858749349
0.07,0.03846856813601426,-0.01923428406800713,0.4027207941863671,0.5986396029068166
0.072,0.03844591306284197,-0.01922295653142099,0.4027977150798387,0.5986011424600809
0.074,0.03842327125585896,-0.01921163562792948,0.4028745909305455,0.5985627045347275
0.076,0.03840064271506526,-0.01920032135753263,0.4029514217384874,0.5985242891307566
0.078,0.03837802744046084,-0.01918901372023042,0.4030282075036644,0.5984858962481681
0.08,0.03835542543204573,-0.01917771271602287,0.4031049482260766,0.598447525886962
0.082,0.03833283668981987,-0.01916641834490993,0.4031816439057239,0.5984091780471382
0.084,0.03831026121378333,-0.01915513060689166,0.4032582945426064,0.5983708527286969
0.086,0.03828769900393611,-0.01914384950196805,0.4033349001367241,0.5983325499316382
0.088,0.03826515006027815,-0.01913257503013907,0.4034114606880769,0.5982942696559618
0.09,0.03824261438280948,-0.01912130719140474,0.4034879761966649,0.5982560119016678
0.092,0.03822009197153015,-0.01911004598576507,0.403564446662488,0.5982177766687563
0.094,0.03819758282644007,-0.01909879141322003,0.4036408720855463,0.5981795639572272
0.096,0.03817508694753927,-0.01908754347376964,0.4037172524658398,0.5981413737670803
0.098,0.03815260433482779,-0.0190763021674139,0.4037935878033684,0.598103206098316
0.1,0.0381301349883056,-0.0190650674941528,0.4038698780981321,0.5980650609509341
0.102,0.0381076789079727,-0.01905383945398635,0.4039461233501311,0.5980269383249347
0.104,0.03808523609382911,-0.01904261804691455,0.4040223235593651,0.5979888382203177
0.106,0.03806280654587479,-0.0190314032729374,0.4040984787258344,0.5979507606370831
0.108,0.03804039026410978,-0.01902019513205489,0.4041745888495388,0.5979127055752309
0.11,0.03801798724853406,-0.01900899362426703,0.4042506539304783,0.5978746730347612
0.112,0.03799559749914762,-0.01899779874957381,0.404326673968653,0.5978366630156737
0.114,0.03797322101595046,-0.01898661050797523,0.4044026489640629,0.5977986755179687
0.116,0.03795085779894262,-0.01897542889947131,0.4044785789167079,0.5977607105416463
0.118,0.03792850784812408,-0.01896425392406204,0.4045544638265881,0.5977227680867062
0.12,0.0379061711634948,-0.0189530855817474,0.4046303036937035,0.5976848481531485
0.122,0.03788384774505486,-0.01894192387252743,0.4047060985180539,0.5976469507409733
0.124,0.03786153759280419,-0.01893076879640209,0.4047818482996396,0.5976090758501805
0.126,0.03783924070674278,-0.01891962035337139,0.4048575530384604,0.59757122348077
0.128,0.0378169570868707,-0.01890847854343535,0.4049332127345164,0.597533393632742
0.13,0.03779468673318791,-0.01889734336659395,0.4050088273878075,0.5974955863060964
0.132,0.03777242831474079,-0.0188862141573704,0.4050844015173279,0.5974577992413364
0.134,0.03775018150499431,-0.01887509075249716,0.4051599362317636,0.5974200318841184
0.136,0.03772794778918272,-0.01886397389459136,0.4052354264882909,0.5973822867558548
0.138,0.03770572716730595,-0.01885286358365297,0.4053108722869099,0.5973445638565453
0.14,0.03768351963936405,-0.01884175981968203,0.4053862736276204,0.5973068631861901
0.142,0.03766132520535702,-0.01883066260267851,0.4054616305104224,0.5972691847447891
0.144,0.03763914386528482,-0.01881957193264241,0.4055369429353161,0.5972315285323422
0.146,0.03761697561914747,-0.01880848780957374,0.4056122109023014,0.5971938945488495
0.148,0.037594820466945,-0.0187974102334725,0.4056874344113783,0.5971562827943111
0.15,0.03757267840867737,-0.01878633920433868,0.4057626134625468,0.5971186932687269
0.152,0.03755054944434458,-0.01877527472217229,0.4058377480558069,0.5970811259720968
0.154,0.03752843357394667,-0.01876421678697333,0.4059128381911585,0.597043580904421
0.156,0.0375063307974836,-0.0187531653987418,0.4059878838686017,0.5970060580656994
0.158,0.03748424111495541,-0.0187421205574777,0.4060628850881365,0.596968557455932
0.16,0.03746216452636203,-0.01873108226318101,0.406137841849763,0.5969310790751188
0.162,0.03744010103170353,-0.01872005051585176,0.4062127541534811,0.5968936229232598
0.164,0.03741805063097989,-0.01870902531548994,0.4062876219992906,0.596856189000355
0.166,0.03739601332419108,-0.01869800666209554,0.4063624453871919,0.5968187773064043
0.168,0.03737398911133716,-0.01868699455566858,0.4064372243171847,0.596781387841408
0.17,0.03735197799241805,-0.01867598899620903,0.406511958789269,0.5967440206053657
0.172,0.03732997996743383,-0.01866498998371691,0.406586648803445,0.5967066755982777
0.174,0.03730799503638445,-0.01865399751819222,0.4066612943597126,0.5966693528201439
0.176,0.03728602319926994,-0.01864301159963497,0.4067358954580718,0.5966320522709644
0.178,0.03726406445609028,-0.01863203222804514,0.4068104520985225,0.596594773950739
0.18,0.03724211880684548,-0.01862105940342274,0.4068849642810649,0.5965575178594679
0.182,0.03722018625153551,-0.01861009312576776,0.4069594320056988,0.5965202839971508
0.184,0.0371982667901604,-0.0185991333950802,0.4070338552724244,0.5964830723637882
0.186,0.03717636042272014,-0.01858818021136007,0.4071082340812415,0.5964458829593795
0.188,0.03715446714921473,-0.01857723357460737,0.4071825684321502,0.5964087157839251
0.19,0.03713258696964421,-0.01856629348482211,0.4072568583251505,0.596371570837425
0.192,0.03711071988400852,-0.01855535994200426,0.4073311037602425,0.596334448119879
0.194,0.03708886589230768,-0.01854443294615384,0.407405304737426,0.5962973476312873
0.196,0.0370670249945417,-0.01853351249727085,0.407479461256701,0.5962602693716497
0.198,0.03704519441845467,-0.01852259720922734,0.4075535827307235,0.5962232086346386
0.2,0.03702337552945337,-0.01851168776472669,0.4076276645235198,0.5961861677382404
0.202,0.03700156949668119,-0.0185007847483406,0.4077017026654913,0.5961491486672547
0.204,0.03697977632013808,-0.01848988816006904,0.4077756971566382,0.5961121514216812
0.206,0.03695799599982409,-0.01847899799991205,0.4078496479969603,0.5960751760015202
0.208,0.03693622853573917,-0.01846811426786958,0.4079235551864576,0.5960382224067714
0.21,0.03691447392788335,-0.01845723696394167,0.4079974187251303,0.5960012906374351
0.212,0.03689273217625665,-0.01844636608812833,0.4080712386129782,0.5959643806935113
0.214,0.036871003280859,-0.0184355016404295,0.4081450148500013,0.5959274925749997
0.216,0.03684928724169046,-0.01842464362084523,0.4082187474361997,0.5958906262819005
0.218,0.03682758405875099,-0.0184137920293755,0.4082924363715734,0.5958537818142136
0.22,0.03680589373204064,-0.01840294686602032,0.4083660816561224,0.5958169591719391
0.222,0.03678421626155937,-0.01839210813077969,0.4084396832898466,0.595780158355077
0.224,0.03676255164730721,-0.0183812758236536,0.4085132412727461,0.5957433793636273
0.226,0.0367408998892841,-0.01837044994464205,0.4085867556048208,0.5957066221975899
0.228,0.03671926098749011,-0.01835963049374505,0.4086602262860708,0.5956698868569649
0.23,0.03669763494192522,-0.01834881747096261,0.4087336533164961,0.5956331733417523
0.232,0.03667602175258942,-0.01833801087629471,0.4088070366960966,0.595596481651952
0.234,0.03665442141948268,-0.01832721070974134,0.4088803764248724,0.595559811787564
0.236,0.03663283394260507,-0.01831641697130253,0.4089536725028235,0.5955231637485886
0.238,0.03661125932195654,-0.01830562966097827,0.4090269249299498,0.5954865375350255
0.24,0.03658969755753708,-0.01829484877876854,0.4091001337062514,0.5954499331468746
0.242,0.03656814864934677,-0.01828407432467338,0.4091732988317282,0.5954133505841362
0.244,0.03654661259738548,-0.01827330629869274,0.4092464203063804,0.5953767898468101
0.246,0.03652508940165332,-0.01826254470082666,0.4093194981302077,0.5953402509348964
0.248,0.03650357906215024,-0.01825178953107512,0.4093925323032104,0.5953037338483951
0.25,0.03648208157887625,-0.01824104078943813,0.4094655228253883,0.5952672385873061
0.252,0.03646059695183136,-0.01823029847591568,0.4095384696967415,0.5952307651516295
0.254,0.03643912518101557,-0.01821956259050779,0.4096113729172699,0.5951943135413653
0.256,0.03641766626642887,-0.01820883313321443,0.4096842324869736,0.5951578837565135
0.258,0.03639622020807125,-0.01819811010403562,0.4097570484058526,0.595121475797074
0.26,0.03637478700594272,-0.01818739350297136,0.4098298206739068,0.5950850896630469
0.262,0.03635336666004329,-0.01817668333002164,0.4099025492911363,0.5950487253544321
0.264,0.03633195538940837,-0.01816597769470418,0.4099752470950707,0.5950123764524649
0.266,0.03631055645305259,-0.01815527822652629,0.4100479030203599,0.5949760484898202
0.268,0.03628917013136557,-0.01814458506568279,0.4101205161149956,0.5949397419425025
0.27,0.03626779642434726,-0.01813389821217363,0.4101930863789777,0.5949034568105115
0.272,0.03624643533199769,-0.01812321766599885,0.4102656138123062,0.5948671930938472
0.274,0.03622508685431688,-0.01811254342715844,0.4103380984149811,0.5948309507925097
0.276,0.03620375099130479,-0.01810187549565239,0.4104105401870026,0.594794729906499
0.278,0.03618242774296143,-0.01809121387148072,0.4104829391283705,0.5947585304358149
0.28,0.03616111710928684,-0.01808055855464342,0.4105552952390847,0.5947223523804578
0.282,0.03613981909028102,-0.01806990954514051,0.4106276085191455,0.5946861957404276
0.284,0.03611853368594389,-0.01805926684297194,0.4106998789685526,0.5946500605157239
0.286,0.03609726089627551,-0.01804863044813776,0.4107721065873063,0.5946139467063472
0.288,0.03607600072127586,-0.01803800036063793,0.4108442913754064,0.594577854312297
0.29,0.03605475316094497,-0.01802737658047248,0.4109164333328529,0.5945417833335738
0.292,0.0360335182152828,-0.0180167591076414,0.4109885324596458,0.5945057337701772
0.294,0.03601229588428939,-0.0180061479421447,0.4110605887557852,0.5944697056221075
0.296,0.03599108616796473,-0.01799554308398237,0.4111326022212711,0.5944336988893647
0.298,0.0359698890663088,-0.0179849445331544,0.4112045728561033,0.5943977135719486
0.3,0.0359487045793216,-0.0179743522896608,0.4112765006602821,0.5943617496698592
0.302,0.03592753270700315,-0.01796376635350157,0.4113483856338072,0.5943258071830966
0.304,0.03590637344935344,-0.01795318672467672,0.4114202277766788,0.5942898861116608
0.306,0.03588522680637248,-0.01794261340318624,0.4114920270888969,0.5942539864555518
0.308,0.03586409277806025,-0.01793204638903012,0.4115637835704613,0.5942181082147695
0.31,0.03584297136441677,-0.01792148568220838,0.4116354972213723,0.5941822513893141
0.312,0.03582186256544203,-0.01791093128272101,0.4117071680416297,0.5941464159791855
0.314,0.035800766381136,-0.017900383190568,0.4117787960312335,0.5941106019843835
0.316,0.03577968281149876,-0.01788984140574938,0.4118503811901837,0.5940748094049084
0.318,0.03575861185653021,-0.01787930592826511,0.4119219235184804,0.59403903824076
0.32,0.03573755351623042,-0.01786877675811521,0.4119934230161235,0.5940032884919384
0.322,0.03571650779059939,-0.01785825389529969,0.4120648796831131,0.5939675601584437
0.324,0.0356954746796371,-0.01784773733981855,0.4121362935194491,0.5939318532402758
0.326,0.03567445418334354,-0.01783722709167177,0.4122076645251316,0.5938961677374345
0.328,0.03565344591553127,-0.01782672295776563,0.4122789940113848,0.5938605029943078
0.33,0.0356324481216467,-0.01781622406082335,0.4123502879354541,0.5938248560322731
0.332,0.03561146271671065,-0.01780573135835532,0.4124215397952591,0.5937892301023706
0.334,0.03559048969407038,-0.01779524484703519,0.4124927496133877,0.5937536251933063
0.336,0.03556952904707315,-0.01778476452353657,0.412563917412428,0.5937180412937861
0.338,0.0355485807690663,-0.01777429038453315,0.4126350432149679,0.5936824783925163
0.34,0.03552764485339702,-0.01776382242669851,0.4127061270435954,0.5936469364782024
0.342,0.03550672129341263,-0.01775336064670631,0.4127771689208988,0.5936114155395508
0.344,0.03548581008246043,-0.01774290504123021,0.4128481688694658,0.5935759155652672
0.346,0.03546491121388767,-0.01773245560694384,0.4129191269118847,0.5935404365440579
0.348,0.03544402468104161,-0.0177220123405208,0.4129900430707434,0.5935049784646285
0.35,0.03542315047726957,-0.01771157523863479,0.4130609173686299,0.5934695413156853
0.352,0.0354022885959188,-0.0177011442979594,0.4131317498281322,0.5934341250859341
0.354,0.03538143903033659,-0.01769071951516829,0.4132025404718384,0.593398729764081
0.356,0.03536060177387018,-0.01768030088693509,0.4132732893223365,0.5933633553388319
0.358,0.03533977681986691,-0.01766988840993345,0.4133439964022146,0.5933280017988929
0.36,0.03531896416167399,-0.01765948208083699,0.4134146617340607,0.5932926691329699
0.362,0.03529816379263875,-0.01764908189631937,0.4134852853404626,0.5932573573297688
0.364,0.03527737570610844,-0.01763868785305422,0.4135558672440087,0.5932220663779958
0.366,0.03525659989543035,-0.01762829994771518,0.4136264074672868,0.5931867962663568
0.368,0.03523583635395175,-0.01761791817697587,0.4136969060328849,0.5931515469835578
0.37,0.03521508507501992,-0.01760754253750996,0.4137673629633911,0.5931163185183046
0.372,0.03519434605198214,-0.01759717302599107,0.4138377782813935,0.5930811108593035
0.374,0.03517361927818567,-0.01758680963909284,0.4139081520094799,0.5930459239952601
0.376,0.0351529047469778,-0.0175764523734889,0.4139784841702386,0.5930107579148808
0.378,0.03513220245170581,-0.0175661012258529,0.4140487747862576,0.5929756126068714
0.38,0.03511151238571698,-0.01755575619285849,0.4141190238801246,0.5929404880599378
0.382,0.03509083454235858,-0.01754541727117929,0.414189231474428,0.5929053842627862
0.384,0.03507016891497788,-0.01753508445748894,0.4142593975917556,0.5928703012041223
0.386,0.03504951549692218,-0.01752475774846109,0.4143295222546956,0.5928352388726524
0.388,0.03502887428153875,-0.01751443714076937,0.4143996054858358,0.5928001972570823
0.39,0.03500824526217482,-0.01750412263108741,0.4144696473077645,0.5927651763461179
0.392,0.03498762843217774,-0.01749381421608887,0.4145396477430695,0.5927301761284655
0.394,0.03496702378489474,-0.01748351189244737,0.4146096068143389,0.5926951965928308
