"time","Dcontrol","Icontrol","Pcontrol","waterLevel"
0,-0.06363636363636364,0,0.7000000000000001,0.2
0.002,-0.06354980763421396,0.0003197456000722219,0.6987281383762812,0.2012718616237187
0.004,-0.06346336264859734,0.0006389829954717927,0.6974580061390989,0.2025419938609011
0.006,-0.06337702851572763,0.0009577130016195564,0.6961896006713844,0.2038103993286157
0.008,-0.06329080501911787,0.001275936696089682,0.6949229185142067,0.2050770814857933
0.01,-0.06320469221239126,0.001593653811968956,0.693657960524335,0.206342039475665
0.012,-0.06311868943973929,0.001910867613010316,0.692394716224122,0.2076052837758781
0.014,-0.06303279671851757,0.002227578012840163,0.691133185890853,0.2088668141091469
0.016,-0.06294701418533992,0.002543784331574453,0.6898733717071647,0.2101266282928353
0.018,-0.06286134184020636,0.002859486569213187,0.6886152736730567,0.2113847263269432
0.02,-0.06277577968311687,0.003174684725756365,0.6873588917885293,0.2126411082114707
0.022,-0.06269032694739261,0.003489382616079733,0.686104213805239,0.213895786194761
0.024,-0.06260498337710907,0.003803581513624084,0.6848512356345756,0.2151487643654245
0.026,-0.06251974950565185,0.004117278764344851,0.6835999657978256,0.2164000342021745
0.028,-0.06243462533302099,0.004430474368242031,0.6823504042949888,0.2176495957050112
0.03,-0.06234961085921647,0.004743168325315627,0.6811025511260655,0.2188974488739345
0.032,-0.06226470502165104,0.005055365921118504,0.679856389317043,0.2201436106829571
0.034,-0.06217990576221693,0.005367077393150925,0.6786118859912353,0.2213881140087647
0.036,-0.06209521498150722,0.005678293287426906,0.6773690715091525,0.2226309284908476
0.038,-0.06201063267952189,0.005989013603946449,0.6761279458707942,0.2238720541292058
0.04,-0.06192615885626092,0.006299238342709552,0.6748885090761606,0.2251114909238394
0.042,-0.06184179351172436,0.006608967503716217,0.6736507611252517,0.2263492388747484
0.044,-0.06175753664591216,0.006918201086966441,0.6724147020180673,0.2275852979819327
0.046,-0.06167338825882436,0.007226939092460226,0.6711803317546077,0.2288196682453924
0.048,-0.06158934835046093,0.007535181520197572,0.6699476503348726,0.2300523496651274
0.05,-0.06150541692082189,0.007842928370178479,0.6687166577588622,0.2312833422411378
0.052,-0.06142159396990723,0.008150179642402946,0.6674873540265766,0.2325126459734235
0.054,-0.06133787546192818,0.008456955403834955,0.666259674677375,0.233740325322625
0.056,-0.0612542639841141,0.008763242790114829,0.6650336610351403,0.2349663389648597
0.058,-0.06117076015222414,0.009069038739532126,0.6638093229349334,0.2361906770650666
0.06,-0.06108736396625832,0.009374343252086852,0.6625866603767545,0.2374133396232455
0.062,-0.06100407542621658,0.009679156327779001,0.6613656733606034,0.2386343266393966
0.064,-0.06092089453209898,0.009983477966608581,0.6601463618864801,0.2398536381135199
0.066,-0.06083782128390548,0.01028730816857558,0.6589287259543848,0.2410712740456153
0.068,-0.06075485568163613,0.01059064693368002,0.6577127655643172,0.2422872344356828
0.07,-0.06067199772529085,0.01089349426192187,0.6564984807162775,0.2435015192837225
0.072,-0.06058924443455509,0.01119586496776727,0.6552858238123387,0.2447141761876614
0.074,-0.06050659408731174,0.01149776761146844,0.6540747673489608,0.2459252326510392
0.076,-0.06042405002638446,0.0117991855766095,0.6528653647136196,0.2471346352863804
0.078,-0.06034161225177324,0.01210011886319042,0.6516576159063151,0.2483423840936849
0.08,-0.06025928076347804,0.01240056747121122,0.6504515209270473,0.2495484790729527
0.082,-0.06017705556149892,0.01270053140067189,0.6492470797758162,0.2507529202241838
0.084,-0.06009493664583585,0.01300001065157243,0.6480442924526219,0.2519557075473782
0.086,-0.06001292401648883,0.01329900522391285,0.6468431589574641,0.2531568410425359
0.088,-0.05993101767345785,0.01359751511769314,0.6456436792903432,0.2543563207096569
0.09,-0.05984921743234516,0.01389554124911868,0.644445850506678,0.2555541494933219
0.092,-0.05976751745197167,0.01419311264088399,0.6432495793308044,0.2567504206691956
0.094,-0.05968592257254739,0.01449020524374592,0.6420549430542754,0.2579450569457247
0.096,-0.05960443279407229,0.01478681905770447,0.6408619416770908,0.2591380583229092
0.098,-0.05952304811654641,0.01508295408275963,0.6396705751992509,0.2603294248007492
0.1,-0.05944176853996973,0.01537861031891142,0.6384808436207556,0.2615191563792444
0.102,-0.05936059406434226,0.01567378776615982,0.637292746941605,0.262707253058395
0.104,-0.05927952468966398,0.01596848642450483,0.636106285161799,0.2638937148382011
0.106,-0.05919856041593491,0.01626270629394647,0.6349214582813375,0.2650785417186625
0.108,-0.05911770124315505,0.01655644737448473,0.6337382663002208,0.2662617336997793
0.11,-0.05903694336365531,0.01684972857701311,0.6325566484231951,0.2674433515768048
0.112,-0.05895628727166805,0.01714254744691304,0.6313766125414354,0.2686233874585647
0.114,-0.05887573505854624,0.01743489359742219,0.6301981920465863,0.2698018079534136
0.116,-0.0587952867242899,0.01772676702854056,0.6290213869386483,0.2709786130613517
0.118,-0.05871494226889903,0.01801816774026815,0.6278461972176211,0.2721538027823789
0.12,-0.05863470169237363,0.01830909573260495,0.6266726228835049,0.2733273771164951
0.122,-0.05855456499471369,0.01859955100555098,0.6255006639362996,0.2744993360637005
0.124,-0.05847453217591921,0.01888953355910622,0.624330320376005,0.275669679623995
0.126,-0.0583946032359902,0.01917904339327068,0.6231615922026215,0.2768384077973786
0.128,-0.05831477744310386,0.01946808414033113,0.6219944677338113,0.2780055322661887
0.13,-0.05823505207875355,0.01975666929316581,0.6208289035731233,0.2791710964268767
0.132,-0.05815542937618101,0.02004478776743218,0.6196649353705589,0.2803350646294411
0.134,-0.05807590922079473,0.02033244013188714,0.6185025612968549,0.2814974387031451
0.136,-0.05799649149800317,0.02061962695528757,0.6173417795227473,0.2826582204772527
0.138,-0.05791717609321483,0.02090634880639037,0.6161825882189728,0.2838174117810272
0.14,-0.05783796289183821,0.0211926062539524,0.6150249855562678,0.2849750144437322
0.142,-0.05775885177928175,0.02147839986673055,0.6138689697053687,0.2861310302946313
0.144,-0.05767984264095399,0.02176373021348173,0.612714538837012,0.287285461162988
0.146,-0.05760093536226335,0.02204859786296281,0.611561691121934,0.2884383088780659
0.148,-0.05752212982861837,0.02233300338393067,0.6104104247308714,0.2895895752691287
0.15,-0.05744342592542748,0.02261694734514221,0.6092607378345601,0.2907392621654398
0.152,-0.05736482353809922,0.0229004303153543,0.6081126286037372,0.2918873713962629
0.154,-0.05728632255204206,0.02318345286332384,0.6069660952091387,0.2930339047908613
0.156,-0.05720792285266443,0.02346601555780771,0.605821135821501,0.294178864178499
0.158,-0.0571296243253749,0.0237481189675628,0.604677748611561,0.2953222513884391
0.16,-0.05705142685558186,0.02402976366134598,0.6035359317500545,0.2964640682499455
0.162,-0.05697333032869387,0.02431095020791416,0.6023956834077184,0.2976043165922816
0.164,-0.05689533463011938,0.0245916791760242,0.601257001755289,0.2987429982447111
0.166,-0.05681743913448644,0.02487195366153273,0.6001198768178181,0.2998801231821819
0.168,-0.05673964326098803,0.02515177653981026,0.598984299331058,0.301015700668942
0.17,-0.05666194762521307,0.02543114476702665,0.597850279110317,0.3021497208896831
0.172,-0.05658435209811265,0.02571005898346693,0.5967178140957722,0.3032821859042279
0.174,-0.05650685655063792,0.02598851982941612,0.595586902227601,0.304413097772399
0.176,-0.05642946085374004,0.02626652794515923,0.5944575414459812,0.3055424585540188
0.178,-0.05635216487837012,0.02654408397098127,0.5933297296910899,0.3066702703089102
0.18,-0.05627496849547926,0.02682118854716728,0.5922034649031046,0.3077965350968954
0.182,-0.05619787157601865,0.02709784231400226,0.5910787450222029,0.3089212549777972
0.184,-0.05612087399093939,0.02737404591177123,0.5899555679885621,0.3100444320114379
0.186,-0.05604397561119262,0.02764979998075922,0.5888339317423595,0.3111660682576405
0.188,-0.05596717630772945,0.02792510516125124,0.5877138342237728,0.3122861657762272
0.19,-0.05589047595150105,0.0281999620935323,0.5865952733729792,0.3134047266270207
0.192,-0.05581387441345853,0.02847437141788743,0.5854782471301564,0.3145217528698436
0.194,-0.05573737156455301,0.02874833377460164,0.5843627534354815,0.3156372465645185
0.196,-0.05566096727573566,0.02902184980395995,0.5832487902291322,0.3167512097708678
0.198,-0.05558466141795754,0.02929492014624738,0.5821363554512856,0.3178636445487144
0.2,-0.05550845386216986,0.02956754544174894,0.5810254470421196,0.3189745529578804
0.202,-0.05543234447932373,0.02983972633074966,0.5799160629418113,0.3200839370581888
0.204,-0.05535633301527108,0.0301114640380758,0.578808199129906,0.321191800870094
0.206,-0.05528041934100873,0.030382759203799,0.577701853547297,0.3222981464527031
